partNumber,productName,spec,rate,stock,safety,laststock1,laststock2,laststock3,prdictSafety1,prdictSafety2,seasonPart,modelName,recommend,createTime,true_consumption1_x,true_consumption1_y
11018-000065-02,支撐柱-對邊8mm六角柱-02,長22.5-雙邊M4牙孔,1.0,0.0,0.0,0.0,63.0,30.0,14,24,0,2022-09-13-11-34-33,38,1663040931,0.0,63.0
11019-000006,支撐板-外蓋支撐板,ET(C)B10-54.5*15*14,1.0,6.0,3.0,0.0,8.0,0.0,9,0,0,2022-09-13-11-34-33,9,1663040931,0.0,0.0
11019-000007,支撐板-上蓋支撐板,ETH22-M-L型-15*15*27*厚2,1.0,4.0,9.0,4.0,4.0,0.0,3,7,0,2022-09-13-11-34-33,10,1663040931,0.0,2.0
11020-000015,壓板-皮帶壓板-2,ET(C)B5-36*19.5*1.5,1.0,0.0,5.0,0.0,3.0,0.0,0,4,0,2022-09-13-11-34-33,4,1663040931,4.0,0.0
11021-000016-02,迫緊片-皮帶迫緊片-02,國際2(4)00w-56*63*23+孔6.6(長穴孔),1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
11021-000017-02,迫緊片-皮帶迫緊片-02,三菱2(4)00w-56*63*23+孔6.6(長穴孔),1.0,2.0,1.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
11021-000043,迫緊片-皮帶迫緊片,步進57M-60*57*23*厚3,1.0,1.0,2.0,1.0,1.0,3.0,1,1,0,2022-09-13-11-34-33,2,1663040931,0.0,0.0
11023-000075,墊片-L型迫緊墊片,28*20*17+M6,1.0,57.0,6.0,10.0,4.0,2.0,6,5,0,2022-09-13-11-34-33,11,1663040931,0.0,0.0
11024-000068,蓋板-馬達左右折固定座蓋板-200W,GTY8-172.5*70*1t,1.0,173.0,5.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,1.0
11026-000024,油嘴-注油配件,ETB10-滑塊油嘴-26.1*8*6*M6-H型,1.0,4.0,4.0,0.0,3.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,1.0
11026-000025,油嘴-注油配件,ETB10-滑塊油板-36.5*22.1*12,1.0,5.0,2.0,0.0,3.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
11026-000054,油嘴-注油配件-PMI1616-2,ETH12(3)(4)-螺帽油塊-11.5*10*6.5,1.0,4.0,1.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
11026-000063,油嘴-注油配件,ETH22-滑塊油板-63*26*13,1.0,0.0,0.0,50.0,48.0,0.0,14,18,0,2022-09-13-11-34-33,32,1663040931,0.0,14.0
11026-000069,油嘴-注油配件-2,ETH12-滑座油板-34*19*15,1.0,14.0,3.0,0.0,0.0,0.0,1,1,0,2022-09-13-11-34-33,2,1663040931,6.0,0.0
11026-000076-02,油嘴-注油配件-02,ETH22-螺帽油嘴-14*8*6*M6*孔1,1.0,0.0,0.0,32.0,25.0,38.0,8,20,0,2022-09-13-11-34-33,28,1663040931,5.0,8.0
11026-000090,油嘴-注油配件-A,ETH17滑座油板-112.8*29*9.8,1.0,7.0,42.0,9.0,93.0,6.0,0,13,0,2022-09-13-11-34-33,13,1663040931,,
11026-000095,油嘴-注油配件,ETB17M-滑塊油嘴-12.3*8*6*M6-H型,1.0,13.0,54.0,48.0,20.0,0.0,22,35,0,2022-09-13-11-34-33,57,1663040931,0.0,0.0
11026-000178,油嘴-注油配件,ECH(B)17-滑塊油板-39*13*10,1.0,11.0,41.0,24.0,8.0,66.0,15,7,0,2022-09-13-11-34-33,22,1663040931,32.0,8.0
11026-000262,油嘴-注油配件-CPC,ETH12-滑塊油板(CPC)-24.5*15.4*10-油孔5.5,1.0,0.0,0.0,0.0,0.0,0.0,0,2,0,2022-09-13-11-34-33,2,1663040931,12.0,0.0
11029-000028-02,軸心-滾輪軸心-02,直徑3*長50,1.0,0.0,0.0,110.0,100.0,100.0,88,63,0,2022-09-13-11-34-33,151,1663040931,0.0,100.0
11029-000033,軸心-皮帶輪軸心-搭配煞車器,CGTH4-外徑6-長63.6,1.0,0.0,0.0,2.0,4.0,4.0,2,2,0,2022-09-13-11-34-33,4,1663040931,5.0,5.0
11033-000047,連結座-GTH8+GTH5連結固定座,XYGT320-A1/A4-行程150(200)-長305.5,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
11033-000048,連結座-GTH8+GTH5連結固定座,XYGT320-A1/A4-行程250(300)-長405.5,1.0,0.0,0.0,2.0,1.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
11033-000049,連結座-GTH8+GTH5連結固定座,XYGT320-A1/A4-行程350(400)-長505.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,1.0
11033-000052,連結座-GTH8+GTH5連結固定座,XYGT320-A2/A3-行程150(200)-長305.5,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
11033-000053,連結座-GTH8+GTH5連結固定座,XYGT320-A2/A3-行程250(300)-長405.5,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,1.0,0.0
11037-000213,本體+硬化軌道(SUS440A),GTH4-行程550-長690+PIN孔,1.0,0.0,0.0,3.0,0.0,16.0,1,0,0,2022-09-13-11-34-33,1,1663040931,32.0,0.0
11037-000214,本體+硬化軌道(SUS440A),GTH4-行程600-長740+PIN孔,1.0,0.0,0.0,2.0,48.0,7.0,2,6,0,2022-09-13-11-34-33,8,1663040931,22.0,7.0
11037-000215,本體+硬化軌道(SUS440A),GTH4-行程650-長790+PIN孔,1.0,0.0,0.0,0.0,4.0,0.0,0,2,0,2022-09-13-11-34-33,2,1663040931,6.0,0.0
11037-000216,本體+硬化軌道(SUS440A),GTH4-行程700-長840+PIN孔,1.0,0.0,0.0,0.0,9.0,0.0,0,2,0,2022-09-13-11-34-33,2,1663040931,0.0,0.0
11037-000217,本體+硬化軌道(SUS440A),GTH4-行程750-長890+PIN孔,1.0,0.0,0.0,0.0,0.0,2.0,0,0,0,2022-09-13-11-34-33,0,1663040931,1.0,0.0
11037-000218,本體+硬化軌道(SUS440A),GTH4-行程800-長940+PIN孔,1.0,0.0,0.0,60.0,6.0,5.0,19,11,0,2022-09-13-11-34-33,30,1663040931,20.0,11.0
11047-000019-02,立柱-Y軸立柱(左)+開口-02,JTH-715*131*42,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
11047-000020-02,立柱-Y軸立柱(右)+開口-02,JTH-715*131*42,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
11047-000021-02,立柱-Y軸立柱(左)+開口-02,JTH-615*131*42,1.0,0.0,0.0,2.0,3.0,0.0,1,2,0,2022-09-13-11-34-33,3,1663040931,0.0,1.0
11047-000022-02,立柱-Y軸立柱(右)+開口-02,JTH-615*131*42,1.0,0.0,0.0,3.0,2.0,0.0,2,1,0,2022-09-13-11-34-33,3,1663040931,0.0,1.0
12002-000329,螺桿-基本長169,TBI-R1202-導程2-行程50-長219,1.0,0.0,0.0,3.0,2.0,0.0,1,1,0,2022-09-13-11-34-33,2,1663040931,0.0,13.0
12002-000330,螺桿-基本長169,TBI-R1202-導程2-行程100-長269,1.0,0.0,0.0,3.0,0.0,0.0,1,1,0,2022-09-13-11-34-33,2,1663040931,1.0,0.0
12002-000332,螺桿-基本長169,TBI-R1202-導程2-行程200-長369,1.0,0.0,0.0,0.0,9.0,4.0,1,1,0,2022-09-13-11-34-33,2,1663040931,2.0,2.0
12002-000341,螺桿-基本長169,TBI-R1205-導程5-行程50-長219,1.0,0.0,0.0,0.0,4.0,0.0,5,11,0,2022-09-13-11-34-33,16,1663040931,9.0,0.0
12002-000342,螺桿-基本長169,TBI-R1205-導程5-行程100-長269,1.0,0.0,0.0,10.0,0.0,7.0,8,8,0,2022-09-13-11-34-33,16,1663040931,1.0,2.0
12002-000345,螺桿-基本長169,TBI-R1205-導程5-行程250-長419,1.0,0.0,0.0,0.0,0.0,3.0,0,1,0,2022-09-13-11-34-33,1,1663040931,10.0,0.0
12002-000348,螺桿-基本長169,TBI-R1205-導程5-行程400-長569,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,,
12002-000353,螺桿-基本長169,TBI-R1210-導程10-行程50-長219,1.0,0.0,0.0,5.0,0.0,0.0,2,5,0,2022-09-13-11-34-33,7,1663040931,0.0,0.0
12002-000354,螺桿-基本長169,TBI-R1210-導程10-行程100-長269,1.0,0.0,0.0,4.0,0.0,3.0,2,4,0,2022-09-13-11-34-33,6,1663040931,0.0,1.0
12002-000355,螺桿-基本長169,TBI-R1210-導程10-行程150-長319,1.0,0.0,0.0,2.0,2.0,3.0,4,3,0,2022-09-13-11-34-33,7,1663040931,8.0,2.0
12002-000356,螺桿-基本長169,TBI-R1210-導程10-行程200-長369,1.0,0.0,0.0,24.0,3.0,2.0,13,12,0,2022-09-13-11-34-33,25,1663040931,0.0,0.0
12002-000360,螺桿-基本長169,TBI-R1210-導程10-行程400-長569,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,15.0
12002-000377,螺桿-基本長218,TBI-R1605-導程5-行程50-長268,1.0,0.0,0.0,31.0,5.0,1.0,18,15,0,2022-09-13-11-34-33,33,1663040931,3.0,0.0
12002-000378,螺桿-基本長218,TBI-R1605-導程5-行程100-長318,1.0,0.0,0.0,25.0,24.0,11.0,10,17,0,2022-09-13-11-34-33,27,1663040931,12.0,3.0
12002-000379,螺桿-基本長218,TBI-R1605-導程5-行程150-長368,1.0,0.0,0.0,5.0,16.0,1.0,2,7,0,2022-09-13-11-34-33,9,1663040931,14.0,0.0
12002-000380,螺桿-基本長218,TBI-R1605-導程5-行程200-長418,1.0,0.0,0.0,1.0,3.0,6.0,1,1,0,2022-09-13-11-34-33,2,1663040931,0.0,3.0
12002-000381,螺桿-基本長218,TBI-R1605-導程5-行程250-長468,1.0,0.0,0.0,2.0,3.0,10.0,2,1,0,2022-09-13-11-34-33,3,1663040931,3.0,14.0
12002-000382,螺桿-基本長218,TBI-R1605-導程5-行程300-長518,1.0,0.0,0.0,8.0,0.0,0.0,2,0,0,2022-09-13-11-34-33,2,1663040931,2.0,0.0
12002-000383,螺桿-基本長218,TBI-R1605-導程5-行程350-長568,1.0,0.0,0.0,1.0,17.0,5.0,1,4,0,2022-09-13-11-34-33,5,1663040931,0.0,0.0
12002-000390,螺桿-基本長218,TBI-R1605-導程5-行程700-長918,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12002-000393,螺桿-基本長218,TBI-R1610-導程10-行程50-長268,1.0,0.0,0.0,0.0,0.0,3.0,2,1,0,2022-09-13-11-34-33,3,1663040931,3.0,0.0
12002-000394,螺桿-基本長218,TBI-R1610-導程10-行程100-長318,1.0,0.0,0.0,2.0,10.0,2.0,4,7,0,2022-09-13-11-34-33,11,1663040931,2.0,2.0
12002-000395,螺桿-基本長218,TBI-R1610-導程10-行程150-長368,1.0,0.0,0.0,0.0,0.0,2.0,1,1,0,2022-09-13-11-34-33,2,1663040931,3.0,0.0
12002-000396,螺桿-基本長218,TBI-R1610-導程10-行程200-長418,1.0,0.0,0.0,2.0,3.0,0.0,1,1,0,2022-09-13-11-34-33,2,1663040931,2.0,0.0
12002-000410,螺桿-基本長218,TBI-R1620-導程20-行程100-長318,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12002-000412,螺桿-基本長218,TBI-R1620-導程20-行程200-長418,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,2022-09-13-11-34-33,2,1663040931,0.0,0.0
12002-000422,螺桿-基本長218,TBI-R1620-導程20-行程700-長918,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,,
12003-000006,固定板-馬達固定板,Y50-國際100w,1.0,9.0,5.0,0.0,6.0,1.0,2,0,0,2022-09-13-11-34-33,2,1663040931,0.0,4.0
12003-000028,固定板-馬達固定板,CY50-M-42M-57.5*51*11,1.0,0.0,2.0,0.0,0.0,0.0,1,1,0,2022-09-13-11-34-33,2,1663040931,0.0,0.0
12003-000040,固定板-滑塊固定板,Y65+導軌-行程350-長434,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12003-000046,固定板-滑塊固定板,Y65+導軌-行程200-長284,1.0,0.0,0.0,1.0,3.0,2.0,1,10,0,2022-09-13-11-34-33,11,1663040931,0.0,0.0
12003-000055,固定板-滑塊固定板,Y65+導軌-行程50-長134,1.0,0.0,0.0,0.0,2.0,0.0,0,1,0,2022-09-13-11-34-33,1,1663040931,0.0,0.0
12003-000057,固定板-滑塊固定板,Y65+導軌-行程400-長484,1.0,0.0,5.0,0.0,1.0,0.0,0,1,0,2022-09-13-11-34-33,1,1663040931,0.0,0.0
12003-000060,固定板-馬達固定板,CY65-BW-56M-155*72*20,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12003-000066,固定板-滑塊固定板,Y65+導軌-行程300-長384,1.0,0.0,10.0,1.0,0.0,2.0,1,0,0,2022-09-13-11-34-33,1,1663040931,0.0,0.0
12003-000113,固定板-滑塊固定板,Y65+導軌-行程450-長534,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12003-000188,固定板-滑塊固定板,Y50+導軌-行程250-長334,1.0,0.0,0.0,0.0,0.0,0.0,4,0,0,2022-09-13-11-34-33,4,1663040931,0.0,0.0
12003-000196,固定板-馬達固定板,CHS2-S20-48.1*29.4*4,1.0,0.0,0.0,0.0,0.0,0.0,14,13,0,2022-09-13-11-34-33,27,1663040931,19.0,40.0
12004-000006-02,固定座-馬達固定座-02,Y50-M-42M-51.8*51.8*52,1.0,0.0,2.0,0.0,0.0,0.0,1,1,0,2022-09-13-11-34-33,2,1663040931,0.0,0.0
12004-000018,固定座-法蘭座,62*95*14,1.0,14.0,5.0,0.0,0.0,0.0,6,0,0,2022-09-13-11-34-33,6,1663040931,0.0,0.0
12004-000060-02,固定座-右螺帽座-02,CHS20-20*20*10,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12008-000041,蓋板-上蓋板,CHS2B-S20-72*30.4*7*0.5t-黑色化學鎳,1.0,0.0,0.0,0.0,1.0,1.0,7,1,0,2022-09-13-11-34-33,8,1663040931,19.0,40.0
12008-000042-02,蓋板-上蓋板-02,CHS2B-S40-113*32.4*9*1t-黑色化學鎳,1.0,0.0,0.0,20.0,10.0,0.0,9,10,0,2022-09-13-11-34-33,19,1663040931,0.0,10.0
12008-000043,蓋板-上蓋板,CHS2B-S68-170*47.4*12*1t-黑色化學鎳,1.0,0.0,0.0,0.0,18.0,0.0,2,4,0,2022-09-13-11-34-33,6,1663040931,20.0,7.0
12013-000005,螺桿螺帽組,OTO-LS081.5-15R29,1.0,290.0,20.0,0.0,0.0,10.0,0,1,0,2022-09-13-11-34-33,1,1663040931,0.0,0.0
12014-000011,軸心,直徑15*67.5L,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,,
12014-000012,軸心,直徑15*166.5L,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,,
12017-000001,墊圈,CSF-外徑22*內徑14*7L,1.0,54.0,22.0,0.0,1.0,0.0,2,4,0,2022-09-13-11-34-33,6,1663040931,0.0,0.0
12023-000019,上蓋-寬38.6-高33.25,GTY5-行程450-長590-端距5/5,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12023-000020,上蓋-寬38.6-高33.25,GTY5-行程500-長640-端距5/5,1.0,0.0,5.0,1.0,3.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12023-000021,上蓋-寬38.6-高33.25,GTY5-行程550-長690-端距5/5,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12023-000022,上蓋-寬38.6-高33.25,GTY5-行程600-長740-端距5/5,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12023-000029,上蓋-寬57-高31.5,GTY8-行程350-長540-端距5/5,1.0,0.0,0.0,12.0,8.0,8.0,9,4,0,2022-09-13-11-34-33,13,1663040931,0.0,0.0
12023-000030,上蓋-寬57-高31.5,GTY8-行程400-長590-端距5/5,1.0,0.0,5.0,7.0,8.0,0.0,3,3,0,2022-09-13-11-34-33,6,1663040931,0.0,0.0
12023-000031,上蓋-寬57-高31.5,GTY8-行程450-長640-端距5/5,1.0,0.0,0.0,1.0,2.0,3.0,0,2,0,2022-09-13-11-34-33,2,1663040931,0.0,0.0
12023-000032,上蓋-寬57-高31.5,GTY8-行程500-長690-端距5/5,1.0,0.0,0.0,1.0,4.0,0.0,1,1,0,2022-09-13-11-34-33,2,1663040931,3.0,0.0
12023-000033,上蓋-寬57-高31.5,GTY8-行程550-長740-端距5/5,1.0,0.0,0.0,0.0,5.0,1.0,0,0,0,2022-09-13-11-34-33,0,1663040931,4.0,0.0
12023-000034,上蓋-寬57-高31.5,GTY8-行程600-長790-端距5/5,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,2022-09-13-11-34-33,1,1663040931,3.0,0.0
12023-000038,上蓋-寬57-高31.5,GTY8-行程800-長990-端距5/5,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12023-000040,上蓋-寬38.6-高33.25,GTY5D-行程150-長290,1.0,0.0,0.0,4.0,9.0,3.0,4,1,0,2022-09-13-11-34-33,5,1663040931,3.0,0.0
12023-000041,上蓋-寬38.6-高33.25,GTY5D-行程100-長240,1.0,0.0,5.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12023-000042,上蓋-寬57-高31.5,GTY8D-行程800-長990,1.0,0.0,5.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12023-000043,上蓋-寬38.6-高33.25,GTY5D-行程50-長190,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12024-000005-02,支桿-外徑20-02,GTY4-行程250-長333.5,1.0,0.0,0.0,2.0,19.0,0.0,4,16,0,2022-09-13-11-34-33,20,1663040931,0.0,29.0
12024-000006-02,支桿-外徑20-02,GTY4-行程300-長383.5,1.0,0.0,0.0,20.0,2.0,2.0,6,3,0,2022-09-13-11-34-33,9,1663040931,0.0,0.0
12024-000007-02,支桿-外徑20-02,GTY4-行程350-長433.5,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,5.0,4.0
12024-000008-02,支桿-外徑20-02,GTY4-行程400-長483.5,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2022-09-13-11-34-33,1,1663040931,0.0,0.0
12024-000009-02,支桿-外徑20-02,GTY4-行程450-長533.5,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12024-000010-02,支桿-外徑20-02,GTY4-行程500-長583.5,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12024-000020,支桿-外徑24,GTY5-行程500-長569,1.0,29.0,5.0,1.0,3.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,1.0
12024-000021,支桿-外徑24,GTY5-行程550-長619,1.0,30.0,1.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12024-000022,支桿-外徑24,GTY5-行程600-長669,1.0,29.0,3.0,1.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12024-000029,支桿-外徑26,GTY8-行程350-長443,1.0,24.0,3.0,12.0,8.0,8.0,9,4,0,2022-09-13-11-34-33,13,1663040931,0.0,0.0
12024-000030,支桿-外徑26,GTY8-行程400-長493,1.0,59.0,3.0,7.0,8.0,0.0,3,2,0,2022-09-13-11-34-33,5,1663040931,0.0,0.0
12024-000031,支桿-外徑26,GTY8-行程450-長543,1.0,66.0,3.0,1.0,2.0,3.0,0,1,0,2022-09-13-11-34-33,1,1663040931,0.0,0.0
12024-000032,支桿-外徑26,GTY8-行程500-長593,1.0,30.0,2.0,1.0,4.0,0.0,2,1,0,2022-09-13-11-34-33,3,1663040931,3.0,0.0
12024-000033,支桿-外徑26,GTY8-行程550-長643,1.0,75.0,3.0,0.0,5.0,1.0,0,0,0,2022-09-13-11-34-33,0,1663040931,4.0,0.0
12024-000034,支桿-外徑26,GTY8-行程600-長693,1.0,62.0,1.0,0.0,0.0,1.0,1,0,0,2022-09-13-11-34-33,1,1663040931,3.0,0.0
12024-000038,支桿-外徑26,GTY8-行程800-長893,1.0,19.0,3.0,0.0,2.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12030-000063,本體+硬化軌道(SUS440A),CHS2-S20-72*43*31,1.0,0.0,0.0,0.0,0.0,0.0,9,5,0,2022-09-13-11-34-33,14,1663040931,0.0,0.0
12031-000003,間隔環-軸承間隔環-行程75/100使用,外徑24*內徑21*25L,1.0,0.0,0.0,0.0,0.0,0.0,0,6,0,2022-09-13-11-34-33,6,1663040931,0.0,20.0
12037-000012,固定片-檔片,CHS2-S40-22*6*1,1.0,0.0,0.0,80.0,40.0,0.0,52,17,0,2022-09-13-11-34-33,69,1663040931,0.0,40.0
12037-000013,固定片-檔片,CHS2-S68-33*8.5*1.5,1.0,0.0,0.0,0.0,72.0,0.0,25,13,0,2022-09-13-11-34-33,38,1663040931,80.0,28.0
16101-500001,控制器至pulse板線材,AWG-26*5P-250mm,1.0,516.0,50.0,0.0,0.0,0.0,1,0,0,2022-09-13-11-34-33,1,1663040931,0.0,0.0
16102-500004,脈波轉換模組,"TXOD100_M1_A1(Mode 1, SubMode: A, 1=revision number)",1.0,0.0,0.0,2.0,2.0,0.0,1,3,0,2022-09-13-11-34-33,4,1663040931,0.0,0.0
16104-003002-02,馬達線材+接頭加工-02,56M馬達線組-200mm,1.0,0.0,0.0,1.0,1.0,3.0,1,0,0,2022-09-13-11-34-33,1,1663040931,1.0,0.0
16104-003005,線材-電源線（含端子+連接匣）,CHG2使用-TM-21E-M8CABLE,1.0,43.0,5.0,1.0,1.0,0.0,6,0,0,2022-09-13-11-34-33,6,1663040931,0.0,2.0
16104-003008,馬達線材+接頭加工,CHS25-線長180mm,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
18039-975-14-03,皮帶張力調整軸-975-03,外徑10-長44-(975),1.0,0.0,0.0,0.0,6.0,0.0,2,0,0,2022-09-13-11-34-33,2,1663040931,0.0,2.0
18047-C04-13,皮帶張力調整輪-C04,外徑34-內徑26+22-長26-(C04),1.0,16.0,7.0,0.0,6.0,0.0,2,3,0,2022-09-13-11-34-33,5,1663040931,0.0,2.0
21002-000038,滑軌,THK-HSR20-3000L(GK),3.0,579380.0,30000.0,1030.0,1560.0,0.0,6432,322,1,2022-09-13-11-34-33,6754,1663040931,1440.0,0.0
21002-000043,滑軌,THK-SRS12W-2000LM-(M5上鎖),1.0,79660.0,750.0,800.0,0.0,0.0,0,111,0,2022-09-13-11-34-33,111,1663040931,0.0,0.0
21005-000033,鋼帶,不銹鋼片301H*0.153*48*C(硬度450),1.0,1360000.0,11075.0,0.0,0.0,0.0,70065,0,0,2022-09-13-11-34-33,70065,1663040931,0.0,0.0
21005-000034,鋼帶-不再採購,不銹鋼片301H*0.153*32*C(新料號為21005-000065),1.0,1811625.0,130763.0,0.0,0.0,0.0,0,69565,0,2022-09-13-11-34-33,69565,1663040931,379486.8,0.0
21005-000046,鋼帶,不銹鋼片301H*0.2*68*C,1.0,1193401.0,230190.0,0.0,115094.8,0.0,9572,44978,0,2022-09-13-11-34-33,54550,1663040931,0.0,0.0
21005-000051,鋼帶,不銹鋼片430H*0.1*23*C,1.0,0.0,0.0,3944.0,543.0,1277765.0,70401,35146,0,2022-09-13-11-34-33,105547,1663040931,45440.0,1555540.0
21006-000012,皮帶-開放-橡膠皮帶,3GT-30寬,1.0,37000.0,12835.0,6264.0,24659.0,0.0,1245,10906,0,2022-09-13-11-34-33,12151,1663040931,0.0,0.0
21006-000013,皮帶-開放-無塵皮帶,AT10-50寬,1.0,50000.0,15093.0,85230.0,116460.0,19640.0,29694,46932,0,2022-09-13-11-34-33,76626,1663040931,0.0,0.0
21007-000003,軟性磁條,ETH5(6)M-寬3.5*厚0.4(單面背膠),1.0,0.0,0.0,0.0,100000.0,0.0,863145,0,0,2022-09-13-11-34-33,863145,1663040931,0.0,0.0
21012-000011,硬化軌道,GTH3-3.5*1.9-SUS440A,3.0,0.0,0.0,0.0,0.0,0.0,0,227538,1,2022-09-13-11-34-33,227538,1663040931,0.0,0.0
21015-000006,線材-隔離線材,26AWG*8P,1.0,0.0,0.0,0.0,0.0,0.0,24616,0,0,2022-09-13-11-34-33,24616,1663040931,0.0,0.0
22002-000032,軸承-斜角滾珠軸承-一組2件,7000ADF-內徑10*外徑26*厚16,1.0,169.0,30.0,0.0,1.0,0.0,1,0,0,2022-09-13-11-34-33,1,1663040931,1.0,0.0
22002-000058,軸承-滾珠軸承,6800ZZ-內徑10*外徑19*厚5,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2022-09-13-11-34-33,1,1663040931,4.0,0.0
22002-000119,軸承-滾珠軸承,6007ZZ-內徑35*外徑62*厚14,1.0,0.0,0.0,0.0,20.0,0.0,0,4,0,2022-09-13-11-34-33,4,1663040931,0.0,0.0
22002-000173,軸承-滾珠軸承,673zz-內徑3*外徑6*厚2.5,1.0,0.0,0.0,220.0,200.0,200.0,195,116,0,2022-09-13-11-34-33,311,1663040931,0.0,200.0
22002-000183,軸承-滾珠軸承,JBS-6005ZZ-內徑25*外徑47*厚12(-40~180℃),1.0,86.0,100.0,0.0,2.0,16.0,9,0,0,2022-09-13-11-34-33,9,1663040931,12.0,0.0
22002-000189,軸承-滾珠軸承,694-內徑4*外徑11*厚4,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
22003-000173,螺帽-滾珠螺帽,TBI-SFI03205-4,6.0,0.0,0.0,0.0,3.0,5.0,2,3,1,2022-09-13-11-34-33,5,1663040931,1.0,6.0
22004-000177,滑塊,THK-HSR20LR1SSC1(GK)-(C1重預壓),3.0,1276.0,50.0,0.0,4.0,0.0,7,6,1,2022-09-13-11-34-33,13,1663040931,1.0,0.0
22004-000185,滑塊,THK-SRS9XMUU,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
22005-000010,皮帶-環帶-橡膠皮帶(Motor belt),L252-3GT-15寬,1.0,23.0,1.0,1.0,0.0,0.0,4,0,0,2022-09-13-11-34-33,4,1663040931,1.0,0.0
